Name,Time
Anjelina,01:21:48
Anjelina,01:22:52
Anjelina,01:24:43
Anjelina,08:08:28
ellie_sattler,08:19:48
ellie_sattler,18:49:02
samudaya,19:17:07
samudaya,19:17:25
samudaya,19:18:19
Hiruni,19:43:07
Hiruni,20:07:47
Hiruni,22:10:46
Emma,22:11:13
Hiruni,22:12:46
Kavinda,22:12:58
Hiruni,22:12:59
Kavinda,22:13:33
Hiruni,22:13:33
Hiruni,22:14:12
Hiruni,22:15:11
Hiruni,22:15:28
Emma,22:18:28
